Protein.IDs	LFQ.intensity.ATG9_0	LFQ.intensity.ATG9_1	LFQ.intensity.ATG9_4	LFQ.intensity.WT_0	LFQ.intensity.WT_1	LFQ.intensity.WT_4
Q06689	26.4520153369	24.8828709278	23.7443071797	27.8829419564	26.0440084046	26.2023337866
Q06696	23.9336782735	23.6298845955	24.0384083709	24.1424170877	24.0682474115	24.2395859518
Q06697	27.7247654955	27.6665639446	28.0392682269	27.7672746255	27.8172543487	27.8212280943
Q06698	26.5575573913	26.5215343562	26.5338757790	26.4132785521	26.3922732399	26.2124297191
Q06704	27.9078300045	27.8133379818	28.2849642264	27.6649247208	27.6840039350	28.1513156738
Q06705	28.0241106630	27.7756349681	27.6960909560	28.0375717531	27.7783885422	27.5043732320
Q06706	29.5999886571	29.9868208026	29.6748568007	29.8768267742	29.3894195750	29.3992699517
Q06708	27.1883868382	27.4604342370	27.0992994139	27.5024842886	27.5801415426	27.4908529920
Q06709	27.7726361044	27.7546407247	27.8702000125	28.0149029096	27.2568141671	27.8440600379
Q06815	23.2293122166	22.4633536018	22.9802106225	23.9100936013	24.2361837440	24.8254155948
Q06817	24.3930325495	25.9816108485	24.9063093234	24.3425322142	25.0302160917	24.7382363744
Q06819	24.4629032064	24.6207180486	25.2987507091	25.1383331036	25.0420644024	25.0493687350
Q06821	23.6647352917	24.0691931556	24.0722490183	23.5693730489	23.8315545125	23.7382471585
Q06833	27.4664065029	26.9372335116	26.9802594083	26.7893496148	27.1430245099	26.8841460969
Q06836	25.7107717682	24.9063059385	24.7469162136	24.5795432605	24.9136856189	24.8725927128
Q06839	27.7038421508	27.7783425604	27.8454238890	28.0353670122	27.6521458951	28.1692061908
Q06891	23.9603144375	24.1869767925	24.0780407674	25.3002816412	25.4656062339	24.4693941626
Q06892	25.7787939476	25.9421172921	26.6481143762	26.7963913112	27.0254445713	26.7571791156
Q06991	25.1337799786	26.7268099177	26.0861987059	25.7574557370	25.5473352052	24.4795398307
Q07362	26.8239692649	26.2231610516	25.5047045309	26.8375815631	25.8912436883	25.7013118117
Q07379	26.0889790707	25.7350855905	25.3574313435	25.5169919300	25.3238713661	25.1362047132
Q07381	27.5601084549	27.5377266989	27.6771439595	27.7649865470	27.4194343679	27.7349553945
Q07395	25.8238774656	25.3747325438	25.8691180746	25.8401687248	25.1014915642	25.9930043576
Q07418	28.4652666573	28.6876013531	29.1604177136	28.1829762246	28.4318469269	28.2732952030
Q07442	24.4619924454	24.1875683643	23.7084627901	23.9055460462	23.1190301690	22.0171271982
Q07451	24.3475051191	24.0834047972	23.4917171448	23.7283837395	21.8251568711	22.5026319191
Q07457	27.0592375135	26.7902726190	27.2786065403	27.6407772340	27.0902469997	27.6793325285
Q07458	23.0450421651	22.9017929667	23.0022255168	21.6316937430	22.0003157298	22.3909347008
Q07468	23.8367386990	23.9096014639	24.0060502516	23.2931237193	23.5187429182	23.6338482527
Q07478	32.7050809136	32.8175945615	32.6649589349	32.7313277253	32.7055811753	32.3542258188
Q07505	29.1549110875	29.0868116158	29.5993725212	28.5184315432	29.4385412962	29.2992753911
Q07508	27.6464727423	27.0885636416	26.0675805197	27.1466796721	26.8663577584	26.3352999956
Q07527	28.2881601782	28.1281324307	28.1440474699	28.5211822940	28.0595301944	28.0222948430
Q07528	24.3672289788	24.5517964170	25.6679205392	23.4464583391	24.5792319835	24.8139839180
Q07532	24.8381961736	24.7647795017	24.7597138362	24.8574741227	24.5289589975	24.6629042751
Q07533	24.2058467104	24.0337170242	24.0398820962	24.3645263479	24.1987798463	23.9315584116
Q07534	22.7965150080	23.2983019793	23.6407318569	23.6318625378	24.3487523290	24.0542285854
Q07540	27.1003668126	27.0409771475	27.3921543222	27.7034756742	27.3090608684	27.7132798605
Q07541	26.7356025198	25.8830386510	25.7822711167	27.1703680611	26.1042788272	26.1984803061
Q07551	31.3520192627	31.9742595756	32.0589413717	31.8132332669	32.6244308188	32.2307995177
Q07589	27.3384276877	27.5597772172	27.8457749951	27.3925334977	27.6482190471	27.9712993121
Q07623	28.1536105502	27.5161065684	27.0745476566	28.0894992864	27.6667771095	27.9324109284
Q07648	28.0914146562	27.9641524839	27.9895573812	28.1205783865	28.1077067214	27.7930644077
Q07653	22.9400109197	24.3426161947	25.7181329973	23.5612624915	24.4086865886	24.9507172763
Q07655	25.2409675790	25.0800138149	25.1526626395	25.6465666017	25.4344795456	25.5071734085
Q07657	28.5751504057	28.5052516074	28.6170838338	28.5429293189	28.0648005116	28.3945517535
Q07688	28.8094384007	29.7824907798	29.6574782156	29.1519095520	30.1031369055	29.8243092591
Q07716	26.8665924355	27.6261963354	27.3315444864	27.3381627487	27.4961847454	27.3643353219
Q07729	24.8153244806	24.7865416360	25.2254158803	24.5558147489	24.9837388750	26.5414762935
Q07799	24.4213396159	25.0724010436	24.5635168192	24.4577156372	25.3334860515	24.7568225629
Q07800	23.2600180183	22.2285414286	22.3941863669	22.0880346458	21.7013259226	22.5892001202
Q07807	28.6463754131	28.1429650159	28.1361749516	29.1390495910	28.5026460371	28.1231756558
Q07825	27.3124908985	27.4325489384	27.0487539721	27.5414487241	28.0816412975	27.9481859640
Q07830	23.2231539541	22.5868041056	22.4457317367	23.4665693309	22.5407854852	23.6166249864
Q07834	24.6202960832	24.7680525108	24.7878853880	24.6609258858	24.6470107950	24.7886438852
Q07844	26.8507981863	26.8711298987	26.8556295476	27.4991396398	26.5625447730	26.5054557627
Q07845	24.1907015565	23.2812795946	22.8981683568	23.8525871166	23.8743145486	21.4931499579
Q07872	24.4366089272	24.7936668068	24.7016492830	24.2966214960	24.8634233499	24.8955815073
Q07878	29.7571856075	30.0805571477	30.0790842020	29.9078475770	30.0894973396	30.0350012606
Q07895	23.5886862604	23.6846735252	23.1807442514	23.0733748454	24.0834496421	24.4807059066
Q07896	26.9645675951	26.7896337212	26.5988345098	27.5725448043	26.9325586053	26.8262057704
Q07897	26.7104986974	26.3572295322	26.6828542315	27.0740463944	26.4373430697	26.6595897040
Q07913	25.1097721547	25.8759368503	26.0647029827	26.1679548545	27.3084688817	26.7179530226
Q07914	26.4979619436	26.2885268781	26.6649257729	27.2731585928	26.9809761149	27.0511987079
Q07915	27.3077395279	26.7541823417	26.5770068772	28.0659309316	26.7751769852	27.2601039517
Q07938	28.6852661522	28.6502565963	28.9729115860	29.3566586949	28.8105248375	28.8728413849
Q07949	25.0286683942	24.2032646486	24.3618911532	24.4101749061	23.8046586947	24.5431206027
Q07950	24.1143205788	23.8034726286	23.2788492519	23.8597968964	23.9243479825	23.7898906102
Q07953	27.1455989907	27.2117789705	27.4685617221	27.3615989097	27.1547368559	27.4009818416
Q07963	26.5995865495	26.1129419523	25.9043257876	25.2603432554	23.7921046376	24.1384640274
Q07979	27.4713965009	27.2949881182	27.3355501207	27.3226047780	27.4290296806	27.4395550366
Q07986	24.6769118828	24.3800031181	23.5223332268	24.1441680152	23.8553969300	21.0460177786
Q08001	24.1685348172	23.9586723159	24.2890752941	23.8786812118	23.6671652512	24.0250171720
Q08004	26.5473077866	23.5940350864	24.0457524036	25.9501422135	22.8366195403	23.6326704848
Q08023	25.3224668649	25.6637910737	27.1854162230	25.8077245520	25.2848342111	24.9148807723
Q08058	24.5699531480	24.8116019319	24.9237534868	24.8332344329	24.9918969705	24.6552929818
Q08096	26.7854796109	26.8026115752	26.6513316867	26.4937720208	26.5505279190	26.6273404793
Q08108	25.1482726141	25.3296287362	24.7608074565	24.9733398759	24.9966379385	24.6173594112
Q08109	24.0265856115	24.1755196581	24.2018749218	24.0345868552	23.9827145973	24.0170021789
Q08144	26.6329788512	26.3089127643	26.1109142452	25.6060697260	26.5656263585	25.8677252206
Q08157	25.3588719970	25.5001501666	24.7056267115	25.0826170575	24.9547887751	25.2143402475
Q08162	28.2549256110	28.0595638953	28.5036591292	28.4501735879	27.9690513281	28.1835495489
Q08179	29.0874004443	28.7413872470	29.4976761493	28.5903619377	28.5815026973	28.7404420926
Q08193	29.6381272821	29.3304517057	28.9899015829	28.5579737982	29.5085951436	29.5297294999
Q08199	27.3028901282	26.9937992893	26.4100764500	27.0177106206	26.6887908121	26.4395716939
Q08202	26.6326393557	28.0591928522	28.5133058380	25.4395574778	27.3978801711	25.4576969697
Q08208	27.8703196849	27.2506446449	27.3393784455	28.3964140247	27.2999126866	27.6343431588
Q08213	25.8383128408	25.0996085226	26.3132928675	24.9196376646	25.5407940174	23.3096326514
Q08217	25.6224352289	24.9532967685	25.3950090435	25.8967567721	25.5098979565	25.2060986710
Q08220	29.3777107043	29.9515556756	29.6701724540	29.3708393370	29.6914168400	29.5535515510
Q08223	27.2918982703	27.0200402057	26.6265372116	26.7378234427	25.7040569938	27.2067839205
Q08224;Q08975;Q06490	25.5328910538	26.1265345040	25.5106511132	25.6461634454	25.8514212708	25.7077440087
Q08225	29.2472020887	29.5479631926	29.4706500810	29.2380312121	29.4969842439	29.3486759952
Q08227	26.2078111080	25.8060779820	25.7773958594	25.6467547028	25.6149483224	25.9539116474
Q08229	26.6718769222	26.6703171640	26.2568752166	27.0693429832	26.3693013302	26.2987796290
Q08230	24.0153745590	24.3948346930	24.2699462748	24.1791215857	24.8535666151	24.6664948852
Q08232	24.0489797605	23.6971826406	23.7110400317	23.7126243744	24.4313823285	23.2258824414
Q08235	28.9875181975	28.5408052805	28.8654461028	29.3656654612	28.6715523019	28.8083857890
Q08237	24.3791053732	24.0055391077	24.0682085106	24.3160133076	23.3874691233	23.8752325859
Q08269;P43553	24.8723738969	24.5389589200	23.8259209452	24.1752755409	23.5824510673	24.1118686719
Q08273	25.7746203993	26.8795603971	26.7097218042	25.9917769881	26.2531622863	26.3393231549
Q08278	23.7628524614	23.8982415848	24.0048868209	23.3072002378	23.3218532440	24.1216191824
Q08282	23.5031881688	23.5489207803	23.6542745983	23.3744257027	23.7604342679	23.4870619303
Q08285	25.4242490094	25.4114415822	25.9407263061	26.2780934428	25.6045348306	26.5773008291
Q08287	25.4765444967	25.2628858344	25.3911012082	25.5394095175	25.3160732730	25.7063048008
Q08299	27.1964751598	25.8128601474	26.8908763870	26.2391499242	25.4920436698	26.1323969602
Q08300	24.4942376274	23.6894020003	23.5734604967	23.7832100551	23.5157387283	22.1531330262
Q08412	26.1981582230	27.0192020230	27.0358872691	26.6499946751	26.8470338314	26.8985171438
Q08421	28.3018194214	28.4501211714	28.0641748197	28.7955129764	28.6865703085	28.8386384990
Q08422	25.1837444987	25.5009392307	24.5655985334	25.0714063661	25.2828455584	25.9081794322
Q08444	26.0393715319	24.3913352910	24.8975300820	26.4364521686	24.8496147586	25.6963572484
Q08446	27.9163039293	28.2350079246	28.1540998129	27.3420676529	27.7160448206	27.9879674581
Q08484	26.4493032554	26.2308943308	26.1669467401	26.1652213300	24.7892040711	25.1073461132
Q08491	24.5870382522	24.5571518843	24.7382178325	24.6836978768	24.9085827057	24.7889649556
Q08492	24.4443165835	23.7031482788	24.0468291667	24.2798461470	23.2311659535	23.3462131395
Q08548	27.1070776937	26.6434129803	26.4734929801	26.9700793528	27.1027014059	26.5387886249
Q08553	23.3502038105	23.7782395071	23.8387718637	23.7446974924	23.3889490177	23.8263331776
Q08561	25.1331133159	25.8043584707	25.5624118906	24.6228040604	25.7621549708	25.6754338085
Q08562	23.9344814314	23.7060880464	23.5476316244	23.4563036049	22.9768757067	23.1949401999
Q08581	25.7017829849	25.8619449722	25.9256148003	26.4682123877	25.4143401994	25.3375543469
Q08601	28.0297429851	27.5922336671	26.8747949524	27.9495868722	28.2664069254	27.4393051544
Q08634	24.7745016560	25.4223636202	25.4302420213	25.6640886720	24.9001161612	25.4008620754
Q08641	28.4724217144	28.7947688375	28.9783125411	28.5871101425	28.9398912150	28.9150544968
Q08645	31.2526896169	31.0457980995	30.9047037901	31.1663789484	31.3088576061	31.0131318330
Q08647	27.6458237567	27.5892262940	27.2345076786	28.1269651211	27.7266575827	27.6696369133
Q08649	23.9501050144	23.3477310654	23.0371894960	22.9636136048	21.4296507640	22.3453893897
Q08651	25.3008327036	25.2292277543	24.7626555039	25.4368628586	26.2292164451	24.5718551162
Q08685	25.3841259426	25.5722978792	25.8062830371	25.2586563859	25.0582201708	25.7304965027
Q08686	28.9303885192	28.9927727069	28.8385601851	28.9068943407	28.9276494119	28.9193012390
Q08687	26.5212190651	24.1694032117	24.1753756211	26.6839689541	24.4764672266	24.8214326448
Q08689	23.6043510155	24.3280469313	23.8175442284	24.6839427682	23.9955764846	23.7044205909
Q08723	28.9762305126	29.2455055696	29.4462179542	29.3015750080	29.2087507095	29.3520648666
Q08732	27.9213001412	28.5338024471	28.3158322684	28.4087461866	28.2747542681	28.5283009047
Q08742	26.9674791905	26.7268099177	27.2530683522	27.4322805474	27.2749361854	27.5246152570
Q08745;P46784	34.1098215689	33.4469743292	32.8900964177	33.9112593426	33.3386423431	33.1499801689
Q08746	25.0695335024	25.0442241546	25.6417606386	25.3867205273	26.0639445637	25.6632407989
Q08747	24.5883327006	24.0354301278	22.5361168997	23.7400154619	22.3244065974	23.3774870444
Q08748	25.6073433485	25.8916835250	26.3002948965	25.0848361497	25.3927849389	25.5928383811
Q08754	24.2004935404	23.9931778780	24.4088571885	24.4817719928	24.4123570223	24.7770896586
Q08760	24.1644081744	23.9091793179	24.6618450195	24.3950470299	23.8677718764	24.3398765785
Q08773	27.3690272422	26.9083320305	26.8947275027	26.9326611596	27.2564457097	27.1475476474
Q08816	23.9149255855	24.3898522157	24.1792442364	24.2822333223	24.5164059719	24.7513398637
Q08817	24.3974799704	24.2439139224	24.2347043029	24.2422474802	23.8623583802	24.1653459062
Q08818	27.1182559707	27.2342098829	26.9419091483	27.3579927849	27.7090606668	27.7146570693
Q08822	28.9879791388	29.1280060769	29.3149660703	29.0489773233	29.5107787180	29.3923589787
Q08826	25.9061942649	26.3278709220	26.1525680384	25.7976503342	25.6518097267	26.3695729240
Q08831	23.9786549073	23.5674223837	23.3083265530	25.3461440483	23.8252761235	23.8071468924
Q08873	26.7161976290	26.5094482023	24.7181074278	26.5800217523	26.5795378090	25.4813856826
Q08886;REV__P21268	25.7923924839	25.8122815046	25.6452126495	25.4970844122	25.6690490270	26.2649625932
Q08909	24.5290953366	25.0562848124	24.8179883811	24.8365441734	25.1287666392	24.9084545766
Q08919	24.4308018876	24.0849790080	24.0035135020	23.2945899270	23.2552492642	21.9002175641
Q08920	26.6030677643	27.1181925633	27.5535548380	27.5962524176	26.8605655200	27.3031255135
Q08921	25.2415175044	25.6369772397	25.5230275197	25.6627074670	25.3376564593	26.1623995881
Q08923	24.4511507859	23.7134250837	24.0772106594	24.4545327718	23.7808760719	23.8576111462
Q08924	27.6186962544	27.4034460229	27.8195595573	27.6886746773	27.4860061318	27.0461753153
Q08925	28.8155972861	28.3075834573	28.7763156854	28.4888715701	28.4070800812	28.2343145142
Q08926	25.2639535147	27.2971474377	26.3056586701	25.7965739568	26.6527060019	28.2113276918
Q08949	26.7367988372	26.5588533890	26.4671138408	26.2862506320	26.1887540746	26.6386650713
Q08951	27.4525201235	27.8664114487	27.7687440814	27.9182083393	27.8780952981	28.0220723851
Q08954	26.9321461174	26.7123197871	27.1569321449	26.9235966142	26.7644630552	26.7520911835
Q08959	27.7409602726	28.4684403343	28.0058824007	26.5108638109	27.8695678551	28.0771812629
Q08960	26.7066453762	25.7208168507	26.3541467813	26.2884295636	25.6756229393	25.9231722146
Q08961	26.5115622456	26.8026115752	26.6359851545	27.1734488489	26.9504363800	26.7103144020
Q08962	28.4738484773	28.7562112189	28.6853412988	28.6497878033	28.6520058345	28.2776811486
Q08963	24.6528822736	24.0230556856	23.9957615761	24.1472222959	24.6910556010	24.4108539520
Q08965	28.1053792951	27.6324807312	27.6497239283	28.4916418089	27.5897524531	27.9726237573
Q08967	23.1984224605	23.3194106533	23.0540510274	23.5293017980	23.3187929473	23.0444414017
Q08968	24.3118276874	24.0814344073	24.2405514977	23.8618232168	23.6262286054	24.1445617996
Q08970	25.1519203825	25.4274981231	25.2581419424	24.9107650491	25.2410711418	25.4263353294
Q08971	31.0698601188	31.5266312670	30.4065266422	31.7056215218	32.3876752223	32.2158936679
Q08972	31.6983288489	31.6904620259	31.4492248952	32.0660000053	31.5114350764	31.3277801974
Q08977	29.5786230073	29.9558332881	30.1854393414	29.5690576162	29.9499237661	29.8979868666
Q08979	27.6564304296	27.3604684090	27.0685435068	28.1134181350	27.5390767608	27.2718458454
Q08985;Q04898	29.8461163967	29.6261068709	29.8299343785	30.6129043709	30.6476220722	30.3576733181
Q10740	29.6986417809	30.5028564135	30.1944274067	29.8980045902	30.7346819708	30.5832576657
Q12000	27.2874113962	26.6261963354	26.2142192624	27.1974026038	26.1366921149	25.4962282558
Q12001	24.9483637192	25.0894719583	25.0378758222	25.1048908231	25.1288797860	25.0220620101
Q12003	25.9453972623	25.0879124983	24.8999105179	25.0014142613	25.4052492189	23.5350361660
Q12006	25.1493115905	24.2727205675	23.5888342981	24.2350700794	22.5283216420	23.2140656931
Q12008	26.3360641026	26.6746144092	26.6440826222	25.5110852224	26.8404251970	27.3587087162
Q12009	27.1163833134	26.7939726569	27.1951853720	26.9558357259	26.7666639634	27.1263870560
Q12010	26.4047796082	26.3013924551	25.7998217537	26.2530593289	25.1935581704	25.6722051610
Q12012	24.1014505162	25.0118800690	24.8738082746	24.1681795092	25.8920503790	26.3661767807
Q12015	25.9155135254	25.8293837407	26.2878238384	25.7977229367	25.0621911094	26.3895188959
Q12017	27.2046065263	26.8042572592	27.0824152016	26.7882538507	26.3825138941	27.2189660364
Q12018	29.0233113860	29.3515136395	29.0441463861	29.2751588937	29.2394174361	28.8837176433
Q12019	29.9596148021	29.9008821722	29.9816712429	30.4174935894	30.0733762216	30.2317917943
Q12020	23.8122881578	24.1259045376	23.7291622260	23.5548986793	23.8585680998	23.9945018002
Q12024	29.3444197621	28.7788255248	28.9210403131	29.6021189447	28.3382398008	28.6740681794
