Protein.IDs	LFQ.intensity.ATG9_0	LFQ.intensity.ATG9_1	LFQ.intensity.ATG9_4	LFQ.intensity.WT_0	LFQ.intensity.WT_1	LFQ.intensity.WT_4
P10507	27.0433587883	27.3106595197	27.3835760999	27.3899674228	27.2626049931	27.4455392625
P10591	36.7224590281	37.6091972650	37.2494101038	36.6207912492	37.1886774346	36.8757682137
P10592	33.6554272696	34.0200704035	34.0593987168	34.2892802224	34.2345589145	34.2731696106
P10614	29.5519568332	28.7022727232	28.2218045366	29.7071362131	28.7895411914	28.6857719639
P10622	31.4726596062	31.7146860418	31.3357480277	31.7799707037	31.3405990559	31.6028667332
P10659	29.3424385189	29.3593063509	29.0548661824	29.4887966249	29.3114649037	30.0523973669
P10662	27.6966535084	27.2502731992	27.5684519968	27.6594084783	27.9114757922	27.8033461398
P10663	26.0167564804	25.8813131227	26.3457257174	25.4789676269	25.4370504701	25.2596888908
P10664	34.8527749197	34.2694798567	34.5067315441	35.0587685938	34.7162122935	34.5889361167
P10823	26.6316683824	26.8066591178	27.2401277066	26.0021266386	26.6324038897	27.1816088036
P10834	23.5371469561	23.6200273180	23.6554496499	22.2145839782	23.3114186847	22.8277186409
P10849	24.1917698951	24.1552679328	23.9433535286	24.0674165681	24.6895186037	25.0385412940
P10862	25.6020160948	25.0519285116	24.6901775990	25.0892958766	23.5818630043	24.5591980938
P10869	28.9674791905	28.7703987890	28.9833210714	28.9315587717	28.9252464878	29.6523495110
P10961	23.4615467079	23.9989378548	23.7921906834	23.6339076310	23.8227896608	24.6189804074
P10962	27.4140098680	26.7329377175	26.6244353798	27.7401420153	26.7773616216	26.7839283352
P10964	30.5906611266	27.8861499719	30.0600450608	30.9581111851	30.0631424379	30.7713603792
P11075	30.5878764075	30.6618586476	30.6574782156	30.4955634470	30.4993216967	30.4175671699
P11076;P19146	31.7934344749	32.1027803063	32.6424836017	32.2444708575	32.2757772546	32.7660151398
P11154	27.0332706623	27.3096794582	26.3731239700	27.1489958052	27.0076024023	26.5187458695
P11325	26.3553257913	26.1247119219	26.2129133605	25.9692845564	26.3619217124	26.3026860192
P11353	28.2909854085	29.7975679027	29.9954504168	29.4247199418	30.9043497647	30.2320322435
P11412	30.8515441762	30.7627203278	30.7388890462	31.3725056892	31.2460441142	31.4122190439
P11433	26.6333717599	26.4218524618	26.2334168209	26.1927539903	26.2017108888	26.3430858177
P11484	36.0925488931	36.5806281128	36.2819206553	36.6732586691	36.5656940896	36.5791790417
P11491	29.1713064277	29.6094235523	29.5756669018	28.1511757475	28.8433415629	29.5361504660
P11632	26.5473037788	26.1933891488	25.6252536980	26.5444536134	27.1091369889	26.2056274780
P11655	25.2046121026	25.3114074823	25.1840194266	24.8134876221	24.6633903044	25.3061434181
P11709	25.4469727762	25.6372329485	26.7241802233	24.7751131013	24.9417314496	25.8720763502
P11745	29.9844671525	30.2435007901	29.4747420832	30.3489584833	30.1503806502	29.8566991958
P11746	25.0553547947	24.3840711796	24.3366485279	24.3948313400	25.7009103757	23.6528237437
P11792	26.0055940851	26.2712395154	26.0998882690	25.9089066126	26.2733345254	25.7574731314
P11914	27.9535440337	27.8691959909	28.1281630237	27.9587065462	28.0341223813	28.0450262153
P11938	27.3695776341	26.9923563166	26.9330141022	27.3491855477	27.2048651576	27.4133326642
P11972	26.6888619309	26.6675379394	26.6639969281	27.9554018979	27.0543465366	27.2509259296
P11978	25.3903715948	25.1380355180	25.9990771440	25.0913167677	25.5028988432	23.4348499936
P12383	25.9330400728	25.9675571623	26.2868531524	26.1851887132	25.0877224535	25.8150266921
P12385	30.7991731698	30.4893457342	30.5264519241	31.1484028600	30.8556175536	30.5097976135
P12611	27.0173026516	27.3224569626	27.3754117863	26.8450950053	27.1978782637	27.7139686292
P12612	31.0692552152	31.0903178749	30.7618613872	31.0659058131	30.8276001963	30.4475906206
P12630	25.2287465429	25.8574646248	26.2473037180	25.8511243548	27.6938340140	27.9263019514
P12683	28.1973169369	28.1122773626	28.5740784775	28.2296467415	28.2978999667	28.3050924406
P12684	26.6500369542	27.2211912949	27.4261468723	27.1994190775	27.1803101022	27.2975302878
P12686	25.3823504711	25.7061035943	25.4930674609	25.8773993859	25.5707329336	25.6832770150
P12687	27.2309809837	25.8677438568	26.3933447029	26.1193073477	26.4646336538	25.5768919770
P12688	28.9114793535	28.3910741781	28.4180238552	28.7117831476	28.6186369986	28.3257876566
P12695	31.7455866084	31.6022556556	31.6228571020	31.4639353978	32.0491840718	31.8780362702
P12709	34.6697137291	35.5758014463	34.9666414219	34.8786958690	35.5306966586	35.3746317773
P12753	24.3295967408	24.0585353415	23.9607683826	23.2029356566	23.2276227093	23.2403511043
P12754	27.9951559149	28.2044155821	28.2141648734	28.3186467645	27.9073158872	28.1156892215
P12866	25.1446746597	25.6129170130	25.7063263248	24.2727233776	25.6024793515	25.6254712789
P12868	25.3692631501	25.9459298770	26.2992635458	25.9193098499	25.4969491533	26.0107597871
P12887	26.4336040626	25.6711498885	25.3939850611	26.7094052726	25.9273832608	25.8894239871
P12904	28.4030678447	28.1014552398	28.5525155743	28.3123505589	28.3072242593	28.3214101748
P12945	31.1248028389	30.9367719230	31.2699004878	31.3090860140	30.8821312295	31.0084371754
P13099	27.3732676944	27.3794447638	25.6014151369	27.4872593897	27.2251544279	26.9260047397
P13181	25.5380799905	25.3567912822	25.3992245241	25.5828855118	26.1783778100	25.0495843936
P13185	26.6553345730	26.8449238444	26.7151126638	26.0024416536	26.8792324803	27.0305570569
P13186	26.8916622878	26.7570611899	26.9035237633	26.5477217914	26.3657699733	26.8069661311
P13188	31.9051682735	31.8218776770	31.8044056246	32.0340322766	32.0864883198	31.9130239088
P13259	25.7364562216	26.2793266685	26.1406174709	25.7675959026	25.7754084563	25.7970672255
P13298	31.4078699792	31.3084980449	31.6888437306	31.3065370822	31.4422515112	30.8224741243
P13382	27.8383552321	27.6939317496	27.5030285563	28.1339308467	27.6207140043	27.8496493303
P13393	27.6897437353	26.9579673475	27.1475642696	27.7109481246	27.3994662384	27.2850697113
P13433	26.0314631842	24.7450366926	23.9891654208	26.1653500515	25.6188233350	23.7413207338
P13517	29.2922715473	29.2865448120	29.4134912267	28.9758927366	29.5027431248	29.5563578280
P13574	24.8488107084	24.4823291643	24.3288008924	24.8685789073	24.0589809745	24.7731823461
P13586	28.8036313769	29.1427899270	29.2772405263	28.9792842044	28.9091336592	29.1316805975
Q12691;Q01896;P13587	25.7282397556	25.0723435656	25.2248468249	26.6937552827	24.4035319544	25.3693455971
P13663	32.8236967186	32.9049179850	33.0632724446	32.7480380956	32.8656551169	33.1586073117
P13712	24.4331828817	24.7985767308	25.3679834504	24.9899565525	24.9113938817	25.1697943153
P13856	27.1263738636	27.2625727795	27.4325501842	26.5323295035	26.5137569592	27.0993340993
P14020	31.0095293694	31.2823386183	30.8152033925	31.0857382709	31.3384247666	31.0620997286
P14065	28.0839788708	29.1707581224	29.0192517632	28.8835406501	30.5355507314	30.5111852016
P14120	32.9191164272	32.3660129386	32.4205402072	33.4687881558	32.4083192450	31.9724798548
P14126	35.0696333097	34.6197945881	34.7388792009	35.2382987123	34.5800426249	34.5928029917
P14164	28.2400391042	27.2194845243	28.0395240375	27.7126818631	28.6699277425	27.8319279829
P14180	23.5524589053	23.6423758606	24.4459680074	22.5954674804	23.9678405283	23.9432860443
P14306	27.3903384403	28.3491957782	27.7092716553	27.6905657104	29.8849943715	28.6100906792
P14540	36.4522075524	36.6091972650	36.5239172941	36.8201000574	36.9973787824	36.5422369952
P14680	25.2867121821	25.9318931445	25.9575017655	25.4589304260	25.2586594056	25.6197270010
P14681	25.2724881008	25.0538179394	25.6100667171	24.7710266319	24.9563694293	25.5625851467
P14682	26.1213965733	25.5959073489	25.9110369409	25.1278220371	24.9183513681	26.2222037576
P14693	25.0117927214	24.2382987001	24.2857398873	25.2862751165	24.9562786852	24.4892928260
P14736	24.3478855253	23.5894007842	23.6335159968	23.3748399718	22.4823424534	22.0142669062
P14737	23.9461795282	23.2314311053	23.2711299292	22.8612388481	20.9403282683	22.6384557631
P14741	27.8254028710	27.7444565663	27.7929803124	28.4531343042	28.0805489574	28.0098401659
P14742	31.1484768260	31.5415549272	31.3017076977	31.3958246170	31.5856793031	31.2929393232
P14743	28.2646807520	28.0497789086	27.6047934911	28.0878179388	28.0724607644	27.7233033840
P14747	26.1075868236	26.0853130145	25.9936084570	26.5831140461	26.4066899651	25.7065539973
P14772	27.4184243433	27.0664901560	27.2307487936	27.1056683735	27.1822511655	27.2747431059
P14832	34.5504406008	35.3594758760	35.4425906937	34.8123538999	34.9984980517	35.4168534682
P14843	29.6739632725	29.8279577710	29.7180083417	29.9528233538	30.6029452913	30.6930039720
P14904	30.0567984680	31.4002897571	31.1658881213	30.1260498735	31.8735225683	32.1083798566
P14906	28.9841077815	29.0291958845	28.7665513711	29.0074411721	28.7914181061	28.8697231779
P14907	31.1049897970	31.2061642020	31.2606040355	31.0716715872	30.9475006251	30.8732268334
P14908	24.5579161917	25.0322886186	24.7968714475	25.1131167217	25.3915016286	25.4600308697
P14922	28.3671385886	28.3267791851	28.5806678270	28.7869134523	28.6960433744	28.5895953899
P15019	33.0434942995	33.5769300780	33.0961394161	32.9815696122	33.4665960776	33.3556885646
P15108	31.3247068482	31.1778188638	31.1741249384	31.8469891939	31.7695556386	31.1015860575
P15179	24.7570113330	24.6048256755	24.4633528441	24.4869442417	24.6940789098	24.6767628169
P15180	32.7308024866	32.6692799236	32.3200133313	33.2727124955	32.5605063075	32.6128492189
P15274	28.6482235467	28.8795303757	28.6499920125	28.4536335665	28.9743820757	28.5877176629
P15303	30.6395622967	30.8858212070	30.2815726218	31.0048492450	30.7971292441	30.6816054470
P15365	26.6066058328	26.0815579828	26.0184266113	26.5186394739	26.3413788271	29.2379107646
P15367	26.4988247135	25.5328941580	23.8264903177	25.4715499516	25.3511356904	25.2228224682
P15424	29.2077539457	28.7549353227	28.8991605298	29.0647750266	29.1133716339	29.4023712580
P15436	26.5673234912	25.8724579582	26.4435720646	26.2436338838	25.7386313236	26.1265112246
P15442	25.4676115532	25.3574882203	24.7865204458	25.2004628700	24.9621200221	24.9762453713
P15454	30.2442468424	31.0107977514	30.8286619518	30.7581004575	30.8364864315	30.7475908392
P15496	29.7385273967	30.1392836792	29.8931429940	30.0665336450	30.0124928524	29.6393735510
P15565	28.2910269147	28.2146852775	28.6195841427	28.5382295113	27.9758375906	28.2277703589
P15624	32.2813862157	32.3035277550	32.2526822582	32.5510141353	32.1830389770	31.9725877830
P15625	30.9571320149	31.4507173870	31.0134032549	31.6005591805	31.1519291048	31.2813685426
P15646	31.9464004842	31.5207723063	31.2676638777	31.9350903278	31.2383100245	31.4129085293
P15700	29.0705735790	29.1381046686	28.8395007410	28.7042504836	29.0257959306	28.7664053075
P15703	27.7741216119	27.0165835029	26.0595507125	27.8247538445	28.2261896637	27.8813895295
P15705	32.5666893282	32.7968606973	32.5033392406	31.8810087609	32.3461557610	31.9444711221
P15732;P15731	28.2746533585	27.9776607939	27.8364841860	28.8331904220	27.1908828071	27.9195218460
P15790	28.6420213301	28.8655325974	28.9519732665	28.4540942706	28.4356354013	28.1070629820
P15807	24.9587405149	24.7086574028	23.9571118304	24.3565086118	25.1223162650	24.5599427998
P15873	30.2258009781	30.2340220442	30.0532202095	30.1481656136	30.1812809603	30.5158337963
P15891	31.9331637463	32.3646730405	32.5017851496	31.7476858130	32.0744217475	32.2008322024
P15992	30.8791404016	33.5981795034	32.9503824110	31.1196510315	34.3953043164	31.4933425441
P16120	31.6643265606	31.9334860527	31.5993204644	32.2532938621	32.3000300086	31.9474393676
P16140	33.5227618867	33.8428928760	33.2733304869	33.8257666175	33.9409054976	33.9638193283
P16370	27.2045183878	27.2560198880	27.0058300352	27.8752222514	26.8563167621	27.4900489935
P16387	32.0714920928	32.1753753775	32.1329719216	32.2326036356	32.2729622945	32.1042811487
P16451	27.8165491317	28.3317030638	28.5747493588	27.7606477977	28.7868966454	28.0778770406
P16467	25.6666654033	26.7131286239	26.1076972717	25.0561600015	23.2702499650	24.2025301170
P16474	32.3491068635	32.6024375614	32.4015099496	32.2905034093	32.4704980433	32.1071023091
P16521	35.6501532502	35.6035001151	35.5748309909	35.8917963048	35.3114302631	35.0909704922
P16547	26.9816411084	28.6293419551	28.8214649702	27.2207846465	29.4467800272	28.8287517784
P16550	31.6956269887	31.5264395467	31.4462854864	31.8059577091	31.8401409198	31.0718044453
P16603	30.3902996952	30.4477338423	30.1410705075	30.1822812290	30.2191164592	30.6381765646
P16622	29.2321487902	29.8484558361	29.8169205757	29.4270881123	30.1804314952	29.7925291653
P16639	24.7574439757	25.4944241372	25.3370826699	25.4214843408	25.2727516625	25.4014779099
P16649	30.4451348839	30.5734081431	31.2748523172	31.0736092235	30.9473579606	30.9057699201
P16661	25.2544488896	25.5071959930	26.1732695646	25.6450609095	25.4747577595	25.4416856063
P16664	23.4553804749	23.8796877545	24.1123579592	23.3927417909	23.9448904867	23.8523920855
P16861	33.8341135926	34.1824957461	33.9008018092	33.7826669912	33.8624052917	33.6274318788
P16862	33.9130106801	33.9006159214	34.3002673232	33.8130087986	34.0627144508	33.5844116239
P16892	26.7564342742	26.4982143992	26.4812878395	26.1838005186	26.1006297024	26.4451908635
P16965	24.1148459184	24.7063381382	25.0084459834	24.5753143818	25.3697272381	26.7383447092
P17064	27.0756181834	23.4786554426	24.4590729066	26.1863907357	23.6838121291	24.2928540393
P17065	25.7774910103	25.4626483625	25.7851542110	25.8444391390	25.9301349740	26.0598069066
P17076	30.1141094510	30.1173017358	30.4226011304	30.4259338702	29.7516115401	29.5674143358
P17106	27.6428346568	28.4780686815	28.3325051832	27.9501857607	27.9392313694	28.1626115198
P17119	25.4895661903	25.0316708832	24.5565323015	25.2875854037	24.5444440204	24.6012202934
P17121	25.4482684611	25.6140934316	25.4949178632	25.2571435552	25.5843899764	25.7496479621
P17157	27.9144730294	25.8933995912	27.4794637516	27.5712004917	27.7004858307	27.1199570911
P17255	34.4068888063	34.8218093253	34.5978664518	34.6594875493	34.9125029349	34.6944006636
P17423	29.8713193966	30.1455388704	29.5515831838	29.7931479021	29.8219930868	29.8439656506
P17442	28.2580714245	28.2614673366	28.7091108538	26.5497349214	26.8831757416	27.1819075498
P17505	30.3781405779	30.6447383778	30.4716741702	30.9786038798	32.1374951904	31.5033377000
P17555	30.5454474446	30.7565218433	30.1825466608	30.4178872575	31.2313547287	30.8501506795
P17558	25.3329550011	25.1612864300	25.2218856885	25.7557853140	25.8229887356	26.0696776924
P17629	24.2839453003	24.0494266894	24.0624306857	24.1354511563	24.1122513967	24.1994643152
P17649	29.2267126200	29.9663308205	30.1525869591	29.5918978710	30.1851578724	30.3252468318
P17695	30.6611588413	30.7751186595	31.4465266470	30.9915548487	32.2120677843	32.2252240816
P17709	31.5326470928	32.3069641084	31.4321800351	31.8869214538	32.8510110371	31.9068998800
P17883	28.3267328211	28.1840432407	28.2717852745	28.4300965363	28.5889844688	28.3949813188
P17891	28.7905381953	29.3474820672	29.3265846450	28.4203059572	29.2178632474	29.7727824380
P17898	26.4334788605	26.3377117333	26.3617180399	26.3669128803	25.9939878359	25.2868299431
P17967	31.4980068922	32.3871254069	31.1462464741	32.1733614173	32.4519884091	32.0189264977
P18238	24.7780244514	25.4184015304	25.2769080525	24.0781169593	24.7390344090	25.0286094426
P18239	32.0121125304	32.2381839774	32.2913799467	32.1755165195	32.6331047633	32.5069190714
P18408	24.3618493390	23.7744213498	24.3240374148	24.5007454372	24.9653249591	27.5488300869
P18412	24.6640564102	23.4263995487	23.2907071183	23.4786956824	21.0565619199	22.5381244749
P18480	24.1591786443	24.2383788082	24.1722523401	24.3379464239	23.8091857165	24.0576813727
P18494	23.7187671646	24.0090879993	23.7562540254	24.2428205555	23.9962247082	23.6778929243
P18496	23.2520970301	23.6155361556	23.2685502083	23.4081677409	23.8168046074	23.6781188396
P18544	25.8485889210	26.4060160958	26.8431396141	25.3687027794	26.7182538987	29.6084432068
P18562	31.1839456786	30.4937653079	30.6078845315	31.3792934246	31.4267801025	31.7770155050
P18759	29.9162770211	30.3090554359	30.3804088209	30.1866772240	30.1980461542	30.2346745429
P18851	26.4117517468	26.8865085391	26.4847337388	26.7169751247	26.2058196366	26.5536554420
P18852	26.0739981094	25.5618890156	25.8812262170	24.8600750420	25.3600537464	25.9915962519
P18888	26.3604278879	26.0754247072	25.4596034323	25.7908081355	24.6244593726	25.3590256381
P18900	25.8404894639	25.9644582152	25.7620257169	26.1213198799	26.5154054632	26.1344358726
P18961	25.3355973594	25.7647274892	26.4368292192	25.4117456277	25.9811991144	26.1412115111
P18962	27.3079036290	27.9562603526	27.9223448269	27.3958146250	28.4408739659	28.2594435714
P18963	25.3682878141	24.8036751548	25.4737201702	24.8096045747	25.7448963668	25.4697530785
P19073	29.0967147184	28.8988840921	29.3103304765	28.6863890900	28.8489428427	29.2091064519
P19097	34.2638086577	34.3754639892	34.4002032451	34.4000898861	34.2459136185	33.8944023879
P19145	23.1280217164	28.7897934722	29.9972952956	22.5587194206	29.0732454775	29.8166180227
P19158	28.1521945983	27.6284132811	27.6187626014	27.8218414094	28.0705233118	28.2011945428
P19211	26.3635591092	27.1491046841	25.7297457224	27.9602209028	29.3098012152	28.6478869704
P19262	28.1397569015	28.7971547462	28.8006977861	28.2587267115	28.3942423322	28.6845777380
P19263	25.0837488798	25.6817114332	25.6702220162	25.5741845841	25.3183697428	25.0254611465
P19358	32.8840156855	32.6395181085	32.7167451970	32.8264154572	33.2171800250	33.3936653709
P19414	32.6698633630	33.0516552937	32.4784357443	33.1486104185	33.1834630051	32.7799992357
P19454	28.6310782828	28.8514895095	29.2092159689	28.5490881502	28.5581492100	28.9375803486
P19516	25.6858436528	25.4721284106	25.9056505027	24.8403598776	24.8837006964	24.9375626565
P19524	30.8110891314	30.9166509350	30.5596498983	30.6466337835	30.5467058892	30.4964484549
P19541	24.7711290401	23.8270152335	22.7416926340	23.8358236109	23.8020138683	21.8556116071
P19658	25.2944843401	25.5617393445	26.1477541228	25.6498414291	25.0961067571	26.2041390197
P19659	25.6743738166	25.0953984943	25.1242319721	25.6995176606	25.2725330282	25.5442983889
P19735	28.2732362624	29.0146164892	25.9244850035	28.3459620163	27.8898427714	28.1910886607
P19736	24.9954761241	24.9707557516	24.6598428428	24.8574201612	25.8554024892	24.0854553030
